Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"cats and pregnancy","24","35","1600","86.06","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.00","0.02","25900000","0.68,0.68,0.84,0.84,1.00,0.84,0.84,1.00,1.00,1.00,1.00,0.84","1469461114"
"cats sense pregnancy","7","0","70","80.19","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.00","0.00","697000","0.64,0.36,0.50,0.79,1.00,0.64,0.64,0.50,0.50,0.36,0.50,0.36","1469650997"
"whiskas cat treats","7","15","50","84.17","2.72","http://www.whiskas.com/","0.06","0.10","1.00","143000","0.22,0.56,0.33,0.44,1.00,0.78,0.56,0.44,0.44,0.56,0.56,0.44","1469661828"
"how much should a 4 month old kitten eat","6","4","40","75.20","3.89","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.06","0.15","0.24","3310000","0.14,0.14,0.14,0.29,0.57,1.00,0.71,0.71,0.71,0.57,0.57,0.29","1469761005"
"kitten food","37","38","2900","78.66","4.54","http://www.whiskas.com/Products/Product/kitten","0.06","0.19","0.99","1670000","0.30,0.55,1.00,1.00,1.00,1.00,1.00,0.82,0.66,0.55,0.55,0.36","1471688367"
"cats in heat","36","37","3600","82.82","0.47","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.06","0.02","0.03","60700000","0.82,0.67,0.67,0.44,0.36,0.36,0.36,0.36,0.44,0.67,1.00,0.82","1471703964"
"whiskas cat food ingredients","2","2","20","70.34","1.03","http://www.whiskas.com/Products/Product/meaty-selections","0.06","0.04","0.72","75000","0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.33,1.00,0.67,0.33,0.33","1469039346"
"whiskas choice cuts","3","0","30","79.60","0.81","http://www.whiskas.com/Products/Product/chicken-gravy","0.06","0.04","1.00","21000","0.60,0.40,0.40,1.00,0.60,0.80,0.80,1.00,0.60,0.60,0.60,0.40","1469929253"
"life cycle of cat","3","2","30","73.85","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.06","0.00","0.17","2640000","0.80,1.00,1.00,0.20,0.20,0.20,0.60,0.60,0.80,0.40,0.60,0.40","1470358258"
"whiskers food","2","2","20","64.57","0.00","http://www.whiskas.com/Products","0.06","0.00","0.03","771000","0.33,0.67,0.33,0.67,0.67,1.00,1.00,0.67,0.67,0.33,0.67,0.67","1470741550"
"life cycle of cats","3","2","30","73.19","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.06","0.00","0.11","1390000","0.71,1.00,1.00,0.29,0.14,0.14,0.57,0.57,0.43,0.43,0.57,0.29","1470418331"
"struvite","26","26","1900","81.18","5.20","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.06","0.30","0.01","473000","0.53,0.67,0.53,0.44,1.00,0.36,0.44,0.53,0.53,0.44,0.36,0.53","1468997901"
"cat food whiskas","4","0","30","72.06","2.32","http://www.whiskas.com/Products/Product/indoor","0.06","0.08","1.00","508000","0.33,0.33,0.22,0.22,0.22,0.44,1.00,0.33,0.56,0.33,0.22,0.33","1469913496"
"cat food whiskas","3","0","30","72.06","2.32","http://www.whiskas.com/Products/Product/kitten","0.06","0.13","1.00","508000","0.33,0.33,0.22,0.22,0.22,0.44,1.00,0.33,0.56,0.33,0.22,0.33","1469913496"
"kitten life stages","8","8","70","68.95","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.06","0.00","0.26","285000","0.24,0.65,1.00,0.65,0.53,0.53,0.29,0.24,0.53,0.29,0.24,0.12","1469637231"
"cat behavior pregnant women","2","1","20","77.17","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.00","0.00","960000","1.00,0.40,0.60,0.40,0.20,0.40,0.20,0.40,0.20,0.60,0.80,0.20","1465490270"
"cat gastroenteritis","11","11","50","66.61","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.06","0.00","0.05","405000","0.71,1.00,0.71,0.29,0.43,0.14,0.57,0.71,0.71,1.00,0.71,1.00","1469753415"
"does my cat know im pregnant","5","0","40","82.43","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.00","0.00","1990000","0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.40,0.80,1.00,0.80,1.00","1469840825"
"domestication of cats","15","16","480","91.03","0.00","http://www.whiskas.com/CatsCorner/Article/The-Domestication-of-Cats","0.06","0.00","0.02","409000","1.00,1.00,1.00,0.66,0.66,0.81,0.81,1.00,0.81,0.81,0.81,0.81","1468441685"
"can cats detect pregnancy","5","5","50","82.02","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.00","0.00","3710000","0.27,0.82,0.82,0.36,0.36,0.64,1.00,0.64,0.27,0.27,0.36,0.64","1469755631"
"how to tell if a cat is pregnant","37","40","2900","76.96","1.78","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.06","0.06","0.01","2270000","1.00,0.81,0.81,0.81,0.81,0.81,0.67,0.67,0.67,0.81,0.81,0.81","1471659015"
"cats whiskas","2","3","10","74.37","0.00","http://www.whiskas.com/Products","0.03","0.00","0.00","3920000","0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00","1467431023"
"whiskas canned cat food","3","0","20","81.61","1.01","http://www.whiskas.com/Home/Faqs","0.03","0.02","1.00","83000","0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.33,1.00,0.67","1470624936"
"can animals detect pregnancy","5","10","30","82.50","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.03","0.00","0.00","4290000","0.14,0.29,0.29,0.29,0.43,1.00,0.43,0.57,0.43,0.43,0.43,0.29","1470354316"
"whiskas complete","2","1","10","63.98","0.00","http://www.whiskas.com/Products/Product/indoor","0.03","0.00","0.00","383000","0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00","1457293768"
"whiskas kittens","2","0","10","70.81","0.00","http://www.whiskas.com/","0.03","0.00","0.00","168000","1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00","1468399763"
"whiskas adult","2","0","10","0.00","0.00","http://www.whiskas.com/","0.03","0.00","0.00","477000","0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00","1467932676"
"mars whiskas","2","5","10","67.35","0.00","http://www.whiskas.com/","0.03","0.00","0.01","369000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00","1468177637"
"pregnant cat behavior","15","13","210","77.37","2.67","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.03","0.04","0.10","1330000","0.54,0.67,0.54,0.44,0.54,1.00,0.67,0.23,0.23,0.28,0.67,1.00","1468943265"
"whiskas wet food","2","2","10","69.57","1.36","http://www.whiskas.com/Products","0.03","0.02","1.00","144000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00","1466971432"
"whiskas biscuits","2","2","10","68.87","0.00","http://www.whiskas.com/Products/Product/indoor","0.03","0.00","0.18","210000","1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00","1468520407"
"wiskas cat food","3","3","20","83.19","1.67","http://www.whiskas.com/Products/Product/indoor","0.03","0.06","1.00","498000","0.67,1.00,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67","1466973681"
"wiskas cat food","4","0","20","83.19","1.67","http://www.whiskas.com/Products/Product/kitten","0.03","0.04","1.00","498000","0.67,1.00,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67","1466973681"
"cat a clean","9","14","50","79.56","0.00","http://www.whiskas.com/CatsCorner/Article/Clean-Cats-Happy-Cats","0.03","0.00","0.46","23600000","0.29,0.14,0.43,0.71,0.57,0.71,0.57,0.71,0.71,0.71,1.00,1.00","1469731761"
"how to wean a kitten","13","20","210","84.45","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.03","0.00","0.01","167000","0.10,0.44,0.82,0.82,0.67,0.67,1.00,1.00,0.44,0.23,0.10,0.08","1469008453"
"whiskas tins","2","2","10","67.82","0.00","http://www.whiskas.com/Home/Faqs","0.03","0.00","0.00","314000","0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1468023032"
"kitten stages of life","8","8","40","69.08","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.00","5070000","0.06,0.12,1.00,0.82,0.29,0.65,0.06,0.06,0.06,0.06,0.06,0.00","1469190507"
"what is the life cycle of a cat","3","2","20","76.39","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.02","2880000","1.00,0.40,0.40,0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.20,0.20","1470775205"
"whiskas kitten","2","0","10","65.36","0.45","http://www.whiskas.com/","0.03","0.00","0.55","442000","0.50,0.50,0.50,1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50","1466970828"
"whiskas cat milk","18","16","480","66.95","1.27","http://www.whiskas.com/Home/Faqs","0.03","0.02","0.88","75000","0.67,0.81,1.00,1.00,1.00,1.00,0.81,1.00,1.00,0.81,1.00,0.81","1468493461"
"cats sense of smell","15","15","260","76.43","0.00","http://www.whiskas.com/CatsCorner/Article/Your-Cats-Sense-of-Smell","0.03","0.00","0.00","506000","0.66,0.81,0.81,0.66,0.81,0.66,0.81,0.81,0.81,1.00,0.81,0.66","1468970721"
"cat development stages","9","11","50","74.79","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.01","31700000","0.21,0.21,0.29,0.36,1.00,0.50,0.21,0.21,0.21,0.21,0.29,0.36","1469741324"
"cat whiskas","2","2","10","68.32","0.00","http://www.whiskas.com/Products","0.03","0.00","0.36","403000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00","1466804576"
"kittens stages","10","11","40","76.31","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.08","569000","0.44,0.56,1.00,0.78,0.56,0.78,0.44,0.33,0.22,0.11,0.11,0.11","1469883387"
"wiskas cat","2","2","10","68.07","0.00","http://www.whiskas.com/Products","0.03","0.00","0.32","404000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468116853"
"kitten stages","17","16","480","77.69","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.04","556000","0.44,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.44,0.29,0.29,0.29","1468439900"
"gastroenteritis in cats","12","13","90","70.01","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.03","0.00","0.04","386000","0.64,0.64,0.64,0.64,1.00,0.64,0.50,0.64,0.50,0.79,0.79,0.79","1468628047"
"cat senses pregnancy","6","0","20","79.28","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.03","0.00","0.00","847000","0.75,0.75,0.50,0.75,0.25,0.25,0.50,0.25,0.50,0.50,1.00,0.50","1470749716"
"whiskas pate","2","2","10","73.82","1.36","http://www.whiskas.com/Products/Product/chicken-liver-meaty-juices","0.03","0.02","0.97","92000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,1.00","1466970833"
"whiskas dry food","2","2","10","77.09","1.05","http://www.whiskas.com/Products/Product/indoor","0.03","0.02","0.97","370000","0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1466971434"
"beef in gravy","11","13","30","81.04","0.47","http://www.whiskas.com/Products/Product/beef-in-gravy","0.03","0.00","0.20","36600000","0.29,0.43,0.29,0.29,0.43,0.29,0.29,0.57,1.00,0.43,1.00,0.43","1469952357"
"how much should kittens eat","15","19","320","76.80","9.52","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.03","0.32","0.30","724000","0.23,0.36,0.54,1.00,1.00,1.00,1.00,1.00,0.82,0.67,0.67,0.36","1468545448"
"life cycle of a kitten","7","8","30","80.30","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.07","1490000","0.29,1.00,0.43,0.29,0.14,0.29,0.14,0.43,0.43,0.29,0.29,0.29","1470354769"
"whiskas cat food ingredients","3","3","20","70.34","1.03","http://www.whiskas.com/","0.03","0.02","0.72","75000","0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.33,1.00,0.67,0.33,0.33","1469039346"
"whiskas cat food ingredients","4","4","20","70.34","1.03","http://www.whiskas.com/Products/Product/kitten","0.03","0.02","0.72","75000","0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.33,1.00,0.67,0.33,0.33","1469039346"
"food for kittens","17","16","260","77.40","7.71","http://www.whiskas.com/Products/Product/kitten","0.03","0.17","1.00","29800000","0.18,0.44,1.00,1.00,0.82,0.82,0.67,0.82,0.54,0.36,0.28,0.23","1469317680"
"can animals sense pregnancy","15","15","210","82.89","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.03","0.00","0.00","4430000","0.36,0.54,0.54,1.00,0.36,0.44,0.18,0.82,1.00,1.00,0.67,0.18","1469015793"
"whiskas kitten for sale","2","2","10","68.31","0.00","http://www.whiskas.com/CatsCorner/Article/Where-to-Get-a-Kitten","0.03","0.00","0.00","261000","1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00","1468510611"
"when are kittens weaned","17","15","320","79.50","1.97","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.03","0.04","0.01","462000","0.36,0.36,1.00,1.00,0.67,0.54,0.44,0.44,0.29,0.29,0.19,0.19","1468684242"
"whiskas commercial","5","5","30","80.87","0.00","http://www.whiskas.com/CatsCorner/Articles","0.03","0.00","0.35","119000","0.50,0.50,0.50,0.75,1.00,0.75,1.00,0.75,1.00,0.75,0.75,0.50","1469071308"
"whiskas kitten pouches","2","2","10","62.55","0.00","http://www.whiskas.com/Home/Faqs","0.03","0.00","1.00","49000","0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00","1467139633"
"how to store wet cat food","6","8","30","76.94","0.00","http://www.whiskas.com/Home/Faqs","0.03","0.00","0.24","2870000","0.50,0.50,0.50,0.75,1.00,0.75,0.75,1.00,0.75,0.75,0.50,0.75","1470329829"
"wiskers cat food","2","0","10","69.95","0.00","http://www.whiskas.com/Products/Product/indoor","0.03","0.00","1.00","512000","0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50","1467842678"
"who makes whiskas cat food","2","2","10","81.36","3.13","http://www.whiskas.com/Products/Product/indoor","0.03","0.08","0.95","49000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50","1466971811"
"whiskas dry","2","2","10","70.19","0.47","http://www.whiskas.com/Products/Product/indoor","0.03","0.00","1.00","430000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466971436"
"whiskas pet food","2","2","10","73.78","0.00","http://www.whiskas.com/Products","0.03","0.00","1.00","402000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1457293767"
"kitten food whiskas","2","2","10","70.14","0.00","http://www.whiskas.com/","0.03","0.00","0.00","97000","0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00","1467411334"
"when to wean kittens","17","15","390","81.85","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.03","0.00","0.01","124000","0.19,0.67,1.00,0.82,0.67,0.55,0.44,0.36,0.24,0.10,0.10,0.10","1468509017"
"whiskas ingredients","2","2","10","67.03","2.95","http://www.whiskas.com/Products/Product/meaty-selections","0.03","0.06","0.56","125000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1456744755"
"ocean fish","44","51","4400","83.36","2.10","http://www.whiskas.com/Products/Product/oceanfish","0.03","0.04","0.08","172000000","0.81,0.81,0.81,0.81,0.81,0.67,0.81,0.67,0.67,0.54,0.81,1.00","1471557870"
"cat corner","10","11","320","62.15","0.31","http://www.whiskas.com/CatsCorner/Articles","0.03","0.00","0.20","77900000","0.82,0.67,0.82,0.82,1.00,0.82,0.67,0.82,1.00,1.00,1.00,1.00","1468550716"
"refrigerated cat food","13","12","140","75.33","1.84","http://www.whiskas.com/Home/Faqs","0.03","0.04","0.93","2540000","0.65,0.82,0.82,0.65,0.82,0.82,0.65,0.82,0.65,0.65,0.82,1.00","1467741584"
"whiskas cat food review","6","8","20","79.01","1.59","http://www.whiskas.com/","0.03","0.02","0.74","88000","0.25,0.25,0.25,0.25,0.50,0.75,0.75,1.00,0.50,0.50,0.50,0.50","1470614597"
"whiskas cat biscuits","2","2","10","67.46","0.00","http://www.whiskas.com/Products/Product/indoor","0.03","0.00","0.00","435000","0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00","1468035121"
"whiskies cat food","2","2","10","82.05","1.38","http://www.whiskas.com/Products","0.03","0.02","0.87","498000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466970828"
"whiskas products","2","4","10","60.48","0.38","http://www.whiskas.com/","0.03","0.00","1.00","550000","0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00","1466970832"
"flutd","25","26","880","72.01","0.00","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.03","0.00","0.01","249000","1.00,1.00,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88","1469569024"
"a life cycle of a cat","5","4","20","75.49","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.09","2690000","0.25,1.00,1.00,0.50,0.25,0.25,0.75,0.75,0.50,0.25,0.50,0.50","1466779547"
"cat pouches","6","6","20","72.89","0.60","http://www.whiskas.com/Products/Product/chicken-gravy","0.03","0.00","0.73","1610000","0.50,0.25,1.00,0.25,0.50,0.50,0.50,0.25,0.50,0.75,0.50,0.50","1470645331"
"weaning kittens from mother","8","16","50","82.37","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.03","0.00","0.04","236000","0.03,0.22,1.00,0.16,0.03,0.03,0.03,0.03,0.12,0.06,0.06,0.03","1469754425"
"cats after surgery","10","7","50","69.96","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.03","0.00","0.10","5910000","0.71,1.00,0.71,0.71,0.43,1.00,0.43,0.71,0.71,0.57,1.00,1.00","1469728275"
"cats corner","15","17","210","54.23","0.00","http://www.whiskas.com/CatsCorner/Articles","0.03","0.00","0.08","756000","1.00,0.81,0.65,0.81,0.81,1.00,0.65,0.81,1.00,1.00,1.00,1.00","1469456044"
"feline gastroenteritis","11","10","40","70.27","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.03","0.00","0.07","138000","1.00,0.57,0.57,0.43,0.43,0.43,0.43,0.43,0.71,0.71,0.57,0.71","1469873830"
"whiskas cat food coupons printable","2","2","10","58.84","0.49","http://www.whiskas.com/","0.03","0.00","0.80","9000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466970822"
"how much should a kitten eat","15","15","390","76.52","12.16","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.03","0.50","0.29","886000","0.24,0.36,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.66,0.54,0.36","1468491638"
"whiskas senior cat food","2","2","10","60.17","0.02","http://www.whiskas.com/Home/Sitemap","0.03","0.00","0.88","74000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00","1466971433"
"whiskas cats","2","2","10","72.45","0.00","http://www.whiskas.com/Products","0.03","0.00","0.20","477000","1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00","1466971440"
"cat food brand","13","10","170","75.32","7.23","http://www.whiskas.com/","0.03","0.24","0.57","11200000","0.36,0.23,0.23,0.36,0.18,0.54,1.00,0.44,0.36,0.44,0.36,0.28","1469018086"
"when can kittens eat food","20","20","390","82.17","14.39","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.03","0.34","0.38","3230000","0.05,0.16,1.00,0.68,0.05,0.07,0.45,0.55,0.25,0.01,0.01,0.02","1468491599"
"whiskas cat food pouches","2","3","10","75.83","1.47","http://www.whiskas.com/Home/Sitemap","0.03","0.02","1.00","63000","0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,1.00","1466971432"
"saying goodbye to a pet","16","18","390","81.38","1.57","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.03","0.06","0.12","1650000","0.36,0.54,0.82,0.82,1.00,0.82,0.29,0.15,0.29,0.54,0.54,0.67","1468492079"
"whiskas food","2","2","10","65.54","1.32","http://www.whiskas.com/Products","0.03","0.02","0.92","403000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50","1466970830"
"whiskas purrfectly","4","4","20","77.39","0.93","http://www.whiskas.com/Products/Product/sardine-mackerel","0.03","0.02","1.00","9000","0.33,0.67,0.33,0.67,1.00,1.00,0.33,0.67,0.67,0.33,0.67,0.33","1469197725"
"whiskas purrfectly","3","3","20","77.39","0.93","http://www.whiskas.com/Products/Product/chicken","0.03","0.02","1.00","9000","0.33,0.67,0.33,0.67,1.00,1.00,0.33,0.67,0.67,0.33,0.67,0.33","1469197725"
"whiskas dry kitten food","2","2","10","72.70","7.98","http://www.whiskas.com/","0.03","0.21","1.00","67000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00","1466970826"
"life stages of a cat","3","3","20","68.36","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.07","3390000","1.00,0.75,0.75,0.75,0.50,0.50,0.50,0.50,0.75,0.50,0.75,0.25","1470747381"
"cat domestication","15","18","320","90.36","0.00","http://www.whiskas.com/CatsCorner/Article/The-Domestication-of-Cats","0.03","0.00","0.01","436000","0.82,0.82,1.00,0.67,0.67,0.67,0.82,1.00,0.82,1.00,1.00,0.82","1468607133"
"ocean whitefish","18","23","390","73.32","0.00","http://www.whiskas.com/Products/Product/ocean-whitefish-tuna-sauce","0.03","0.00","0.01","172000","0.81,0.66,0.54,0.81,1.00,0.81,0.66,0.81,1.00,0.66,0.44,0.44","1468545398"
"www.whiskas.com","2","2","10","60.22","0.77","http://www.whiskas.com/Products","0.03","0.02","0.90","463000","0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1465799655"
"cat sense of smell","14","15","210","78.42","0.00","http://www.whiskas.com/CatsCorner/Article/Your-Cats-Sense-of-Smell","0.03","0.00","0.03","10500000","0.81,0.65,0.81,1.00,0.65,0.65,0.81,0.81,0.81,0.81,1.00,0.65","1469009062"
"whiskas for kittens","2","2","10","69.79","0.00","http://www.whiskas.com/","0.03","0.00","0.55","131000","0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466970829"
"kitten life cycle","9","8","50","72.52","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.03","0.00","0.02","669000","1.00,1.00,1.00,0.71,0.71,1.00,1.00,0.71,0.29,0.29,0.29,0.43","1469708169"
